8773768, 3151595287, 10.55, 2.234
3151595287, 3151595288, 0, 0
3151595287, 8773768, 10.55, 2.922
2873879931, 3151595307, 93.277, 55.966
3151595290, 3151595288, 26.488, 7.335
3151595288, 3151595287, 0, 0
3151595288, 3151595290, 26.488, 5.609
3151595290, 769872437, 8.076, 1.71
3151595307, 3151595308, 0, 0
3151595308, 867003980, 6.738, 4.043
769872437, 3151595290, 8.076, 2.237
769872437, 3151595291, 11.3, 2.26
3151595291, 3151595294, 28.598, 5.72
3151595294, 3151595291, 28.598, 6.864
3151595295, 3151595294, 0, 0
3151595295, 8773760, 11.444, 2.289
8773760, 3151595295, 11.444, 2.747
3151595291, 769872437, 11.3, 2.712
8773765, 3151595301, 21.812, 7.139
3151595294, 3151595295, 0, 0
3151595301, 3151595302, 20.644, 6.756
3151595301, 8773765, 21.812, 6.04
3151595302, 3151595301, 20.644, 5.717
3151595302, 8773770, 9.903, 3.241
8773770, 3151595302, 9.903, 2.742
8773770, 3151595303, 8.662, 1.356
3151595303, 6053250491, 2.122, 0.332
6053250491, 3151595303, 2.122, 0.849
3151595303, 8773770, 8.662, 3.465
6053250491, 3151595304, 0, 0
3151595306, 5749496751, 21.22, 3.321
3151595304, 3151595306, 41.365, 6.475
5749496751, 3151595306, 21.22, 8.488
3151595306, 3151595304, 41.365, 16.546
3151595304, 6053250491, 0, 0
5749496751, 8773771, 15.537, 1.998
8773771, 8773772, 13.883, 1.785
8773771, 5749496751, 15.537, 6.215
8773772, 8773771, 13.883, 5.553
8773772, 2819135324, 35.351, 9.789
2819135324, 2819135325, 10.267, 2.843
2819135325, 2819135326, 8.275, 2.291
5874331960, 8773780, 2.861, 0.606
10133169149, 5874331960, 84.256, 17.842
8773780, 5874331960, 2.861, 0.412
10133169149, 2817794627, 30.739, 7.377
2817794627, 10133169149, 30.739, 6.148
2819135326, 1129775966, 6.89, 1.908
2817794627, 2869399788, 18.951, 4.548
5874331960, 10133169149, 84.256, 12.133
3988947546, 2869399788, 7.61, 1.532
8773784, 5874331438, 15.874, 6.349
8773779, 8773778, 7.255, 2.358
3988947546, 489648835, 0, 0
8773778, 2819135367, 7.722, 3.089
2869399788, 2817794627, 18.951, 3.79
489648835, 3988947546, 0, 0
2819135367, 1129776020, 8.452, 3.381
5874331438, 8773784, 15.874, 6.349
2869399788, 3988947546, 7.61, 1.852
8773783, 5874331438, 14.501, 5.8
8773782, 2242687088, 13.221, 2.505
2242687091, 2242687088, 10.573, 2.003
8773783, 8773782, 104.228, 19.748
2242687088, 2242687091, 10.573, 2.003
5874331438, 8773783, 14.501, 5.8
2242687091, 2869399787, 49.526, 9.384
2242687088, 8773782, 13.221, 2.505
2869399787, 2242687091, 49.526, 9.384
8773782, 8773783, 104.228, 19.748
2869399787, 7504660786, 8.605, 1.63
7504660786, 2869399787, 8.605, 1.63
8773842, 2861217916, 15.616, 3.748
1134452011, 8773805, 11.526, 2.441
2861217916, 8773807, 5.722, 1.373
8773805, 2861217921, 7.158, 1.516
2861217921, 8773842, 10.708, 2.268
7504660786, 489648835, 5.019, 0.951
8773807, 8773830, 8.498, 2.04
489648835, 7504660786, 5.019, 0.951
8773833, 8773797, 0, 0
8773797, 8773833, 0, 0
8773797, 8773834, 13.048, 2.763
8773834, 8773797, 132.208, 28.477
8773834, 2861217882, 0, 0
2861217882, 8773834, 0, 0
2861217882, 8773835, 7.06, 1.495
8773835, 8773799, 7.077, 1.499
8773799, 8773835, 138.176, 30.3
8773835, 2861217882, 138.196, 30.025
8773799, 8773837, 7.08, 1.499
8773837, 8773799, 138.174, 30.3
8773837, 8773800, 7.051, 1.493
8773801, 8773800, 140.88, 30.648
8773800, 8773837, 138.204, 30.194
8773800, 8773801, 4.376, 0.927
8773809, 8773810, 19.618, 3.531
8773808, 8773809, 14.282, 2.571
2861217887, 2861217886, 9.196, 2.207
8773810, 2861217887, 12.451, 2.988
2861217886, 8773833, 8.37, 2.009
8773812, 8773811, 24.059, 4.124
8773811, 8773812, 24.059, 5.774
2861217884, 8773810, 6.014, 1.031
2869399791, 2869399789, 44.007, 9.902
2869399789, 489648835, 14.028, 3.156
2869399789, 2869399791, 44.007, 8.338
489648835, 2869399789, 14.028, 2.658
2869399791, 1638842111, 47.626, 9.024
2861217884, 8773811, 3.145, 0.755
8773810, 2861217884, 6.014, 1.443
8773811, 2861217884, 3.145, 0.539
1638842111, 2869399791, 47.626, 10.716
2829686028, 1638842111, 36.958, 6.048
1638842111, 2829686028, 36.958, 6.336
8773813, 2869399793, 15.795, 2.585
2829686028, 2869399793, 0, 0
5874332237, 2869399794, 0, 0
2869399793, 8773813, 15.795, 2.708
8773813, 5874332237, 10.902, 1.869
2869399793, 2829686028, 0, 0
5874332237, 8773813, 10.902, 2.616
2869399794, 5874332237, 0, 0
1133043465, 6841445394, 16.287, 2.932
8773812, 2869399794, 17.676, 4.242
2869399794, 8773812, 17.676, 3.03
1133043376, 2871218207, 15.803, 5.172
1133043376, 6841445394, 43.703, 7.867
2871218207, 1133043376, 15.803, 5.172
2871218207, 6376826099, 15.387, 5.036
6376826099, 2871218207, 15.387, 5.036
2869399795, 6376826099, 41.879, 21.538
6841445394, 1133043376, 43.703, 7.867
2861217902, 2861217907, 11.238, 2.129
8773813, 2869399795, 14.932, 7.679
6841445394, 1133043465, 16.287, 2.932
8773801, 2861217902, 21.603, 4.093
6376826099, 2869399795, 41.879, 12.564
2861217907, 8773825, 6.725, 1.274
2869399795, 8773813, 14.932, 4.48
2861217909, 2861217908, 4.949, 1.485
8773825, 2861217909, 13.607, 4.082
8773828, 8773804, 9.251, 2.775
2861217908, 8773828, 4.281, 1.284
2752969336, 2752969345, 11.818, 5.318
2752969345, 2752969356, 33.906, 15.258
2752969356, 2752969359, 5.293, 2.382
2752969359, 6875136000, 22.83, 10.273
6875136000, 2752969378, 48.227, 21.702
2752969378, 2753010242, 9.427, 4.242
2753010242, 2752969401, 15.398, 2.917
2752969401, 2752969411, 61.69, 11.689
2752969411, 2752969416, 26.649, 5.049
2752969422, 2752969427, 15.583, 2.952
2752969427, 2752969432, 0, 0
8774403, 8774418, 17.135, 3.247
2752969432, 6386631345, 11.006, 2.085
2817774969, 8774401, 97.946, 25.639
2817774969, 8774402, 9.118, 1.931
8774402, 2817774969, 97.898, 25.601
6386631345, 1133043709, 9.053, 1.715
8774406, 11249056751, 7.175, 1.519
8774401, 2817774969, 9.07, 1.921
11249056751, 8774431, 9.297, 1.521
8774431, 8774433, 15.26, 2.497
8774433, 8774434, 21.807, 3.568
8774434, 3148326034, 5.68, 0.705
3148326034, 8774421, 15.891, 1.973
8774421, 3148326034, 15.891, 3.365
8774421, 3148326043, 18.185, 2.257
3148326043, 8774420, 18.266, 2.267
8774420, 3148326043, 18.266, 3.868
3148326043, 8774421, 18.185, 3.851
8774420, 8774438, 24.734, 3.07
8774440, 1133043410, 5.21, 0.647
1136884171, 1133043410, 12.214, 1.691
1133043410, 8774440, 5.21, 1.103
8774440, 8774438, 28.249, 5.982
1136884171, 1145265509, 11.551, 2.599
8774438, 8774440, 28.249, 3.507
2752969416, 2752969422, 36.629, 6.94
1133043410, 1136884171, 12.214, 2.748
3149541024, 3148326051, 4.564, 0.567
1145265509, 1136884171, 11.551, 1.89
3148326051, 3149541024, 4.564, 0.747
1145265509, 3149541024, 0, 0
3148326051, 3149541027, 0, 0
3149541027, 8774441, 14.798, 1.837
3149541024, 1145265509, 0, 0
3149541027, 3148326051, 0, 0
8774441, 8774443, 36.295, 4.506
8774443, 8774444, 54.344, 6.746
3148326034, 8774434, 5.68, 1.203
8774441, 3149541027, 14.798, 2.422
8774444, 3148326052, 9.479, 1.177
8774443, 8774441, 36.295, 5.939
3148326052, 8774444, 9.479, 1.551
8774445, 3148326052, 35.011, 4.346
3148326052, 8774445, 35.011, 4.346
3148326053, 8774445, 24.925, 3.094
8774445, 3148326053, 24.925, 3.094
8774447, 8774449, 7.775, 1.646
8774438, 8774420, 24.734, 5.238
8774450, 8774451, 14.433, 3.056
8774449, 8774450, 9.586, 2.03
1306231307, 3139298299, 0, 0
3137496693, 3139298299, 73.689, 23.442
3137496693, 3137496699, 3.215, 0.827
3137496699, 3137496693, 76.914, 25.043
3139298299, 3137496693, 6.44, 1.656
3139298299, 1306231307, 0, 0
3137496699, 3137496704, 6.407, 1.648
8774444, 8774443, 54.344, 8.893
3137496704, 3137496699, 73.723, 23.818
3137496704, 1306231316, 0, 0
8774682, 440667370, 8.317, 1.576
11025357855, 8774682, 7.099, 1.345
2817536606, 3139298236, 7.21, 1.18
3139298236, 8774683, 7.033, 1.151
8774693, 8774694, 5.661, 1.359
8774694, 8774693, 158.134, 30.137
8774694, 3139298514, 5.327, 0.872
1306231316, 3137496704, 0, 0
3139298514, 8774694, 158.467, 30.714
440667370, 2817536606, 7.518, 1.424
3139298514, 1136884069, 7.119, 1.165
1136884069, 3139298514, 156.674, 30.644
8774695, 1136884069, 153.447, 29.49
8774695, 8774696, 0, 0
8774696, 8774695, 0, 0
8774696, 1136884054, 9.058, 1.482
1136884054, 1136884057, 8.403, 1.375
1136884054, 8774696, 154.736, 29.701
1136884057, 1136884054, 155.411, 30.437
8774697, 8774699, 6.977, 1.142
1136884069, 8774695, 10.347, 1.693
1136884057, 8774697, 8.29, 1.357
8774697, 1136884057, 155.525, 30.456
8774699, 8774698, 13.565, 2.22
3139298474, 8774707, 6.808, 1.114
8774699, 8774697, 156.839, 30.045
8774707, 3139298461, 20.683, 3.384
3139298461, 8774709, 7.336, 1.2
8774709, 8774710, 56.314, 9.215
8774710, 2752938576, 0, 0
8774711, 8774712, 40.718, 6.663
8774712, 8774713, 49.774, 8.145
8774698, 3139298474, 5.079, 0.831
8774713, 8774714, 44.247, 7.24
4354776993, 8774845, 21.539, 9.692
8774844, 4354776993, 22.915, 10.312
8774845, 1402668323, 23.591, 10.616
2752938576, 8774711, 35.471, 5.804
1402668323, 8774846, 21.9, 9.855
8774846, 1402668321, 11.012, 4.956
8774847, 8774848, 12.903, 5.806
8774848, 3002636659, 8.102, 3.646
1402668321, 8774847, 7.655, 3.445
3002636659, 8774849, 6.404, 2.882
8774849, 8774850, 9.528, 1.491
8774850, 3002636657, 9.542, 1.494
3002636657, 8774850, 140.754, 29.895
3002636657, 9946104473, 4.479, 0.701
9946104473, 3002636657, 145.82, 30.688
8774850, 8774849, 140.77, 29.011
9946104473, 8774851, 5.081, 0.795
8774851, 9036199899, 0, 0
8774851, 9946104473, 145.219, 29.001
9036199899, 3002636655, 8.983, 1.115
3002636655, 8774861, 9.504, 1.18
8774861, 3002636653, 7.949, 0.987
8773147, 1604236159, 40.731, 9.775
1604236159, 2665176093, 46.034, 8.722
331032795, 2665176093, 2.814, 0.507
3002636653, 8774862, 8.58, 1.065
2665176093, 331032795, 2.814, 0.533
1604236159, 8773147, 40.731, 5.64
331032796, 331032795, 69.712, 12.548
2665176093, 1604236159, 46.034, 8.286
331032796, 2665176089, 17.58, 3.331
331032795, 331032796, 69.712, 13.209
2665176089, 331032796, 17.58, 3.164
2665176089, 331032797, 16.98, 3.217
331032797, 2665176089, 16.98, 3.056
331032797, 331032798, 14.106, 2.673
331032798, 331032797, 14.106, 2.539
331032798, 2665176086, 3.084, 0.584
2665176086, 331032798, 3.084, 0.555
2665176086, 331032799, 7.45, 1.412
331032799, 331032800, 10.173, 1.927
331032800, 331032799, 10.173, 1.831
331032801, 331032800, 10.827, 1.949
331032802, 331032801, 51.218, 9.219
331032800, 331032801, 10.827, 2.051
331032801, 331032802, 51.218, 9.704
2665176068, 331032802, 7.423, 1.336
331032802, 2665176068, 7.423, 1.406
331032799, 2665176086, 7.45, 1.341
2665176068, 1604236118, 5.459, 1.034
2665176066, 331032803, 20.713, 3.728
1604236118, 2665176068, 5.459, 0.983
2649793252, 2665176052, 65.432, 11.778
331032803, 1604236118, 12.04, 2.167
2665176066, 2665176052, 44.21, 8.377
331032803, 2665176066, 20.713, 3.925
2665176052, 2649793252, 65.432, 12.398
1604236118, 331032803, 12.04, 2.281
2665176052, 2665176066, 44.21, 7.958
2649793252, 331032804, 19.099, 3.619
331032804, 2649793252, 19.099, 3.438
331032805, 1604236105, 27.987, 5.038
2649793239, 331032805, 44.881, 8.086
331032805, 2649793239, 44.881, 8.523
331032804, 1604236105, 11.246, 2.131
1604236105, 331032804, 11.246, 2.024
1604236105, 331032805, 27.987, 5.303
331032806, 1604236103, 57.329, 14.742
2665176046, 331032806, 9.531, 2.451
331032807, 2665176041, 11.411, 1.11
331032806, 2665176046, 9.531, 0.927
2649793239, 1604236103, 0, 0
2665176046, 331032807, 11.021, 1.072
331032807, 2665176046, 11.021, 2.834
2665176041, 331032807, 11.411, 2.934
1604236103, 331032806, 57.329, 5.578
2665176039, 2665176041, 27.821, 7.154
2665176041, 2665176039, 27.821, 2.707
2665176039, 331032808, 27.646, 2.69
331032808, 2665176039, 27.646, 7.109
2665176036, 331032808, 14.74, 3.79
1604236103, 2649793239, 0, 0
331032809, 2665176036, 12.685, 3.262
331032808, 2665176036, 14.74, 1.434
331032809, 331032810, 47.632, 4.634
331032811, 331032810, 15.302, 3.935
331032810, 331032809, 47.632, 12.248
2665176036, 331032809, 12.685, 1.234
2665176022, 2665176024, 2.324, 0.226
331032810, 331032811, 15.302, 1.489
2665176024, 2665176022, 2.324, 0.598
2665176022, 331032811, 6.104, 1.57
2665176024, 2639129987, 6.125, 0.596
2639129987, 2665176024, 6.125, 1.575
2639129987, 331032812, 6.463, 0.629
331032811, 2665176022, 6.104, 0.594
331032812, 2665176025, 9.384, 0.913
2665176025, 331032812, 9.384, 2.413
2665176025, 331032813, 30.669, 2.984
331032812, 2639129987, 6.463, 1.662
331032813, 2665176025, 30.669, 7.886
2665176031, 331032813, 10.095, 2.596
331032813, 2665176031, 10.095, 0.982
2665176031, 1704356748, 13.718, 1.335
1704356748, 2665176033, 55.439, 5.394
1704356748, 2665176031, 13.718, 3.528
2665176033, 1704356748, 55.439, 14.256
2665176033, 331032814, 56.683, 5.515
331032814, 2665176044, 13.314, 1.295
2665176044, 2665176045, 7.395, 0.72
2665176045, 2665176044, 7.395, 1.902
2665176044, 331032814, 13.314, 3.424
2665176045, 331032815, 2.483, 0.242
331032815, 2665176045, 2.483, 0.638
331032815, 2665176043, 8.436, 0.821
331032814, 2665176033, 56.683, 14.576
2665176043, 2665176042, 9.86, 0.959
2665176042, 2665176043, 9.86, 2.536
2665176043, 331032815, 8.436, 2.169
2665567449, 331032818, 0, 0
2665176042, 2665176037, 19.751, 1.922
331032818, 2665567449, 0, 0
331032825, 590953566, 8.926, 1.607
331032825, 331032818, 121.004, 23.028
2665176037, 2665176042, 19.751, 5.079
590953566, 331032825, 122.716, 23.918
331032823, 590953566, 123.57, 24.072
331032823, 1790457205, 7.038, 1.267
331032818, 331032825, 10.643, 1.916
331032819, 1790457205, 125.527, 23.596
1790457205, 331032823, 124.609, 24.259
590953566, 331032823, 8.073, 1.453
331032819, 2665567402, 0, 0
1790457205, 331032819, 6.121, 1.102
2665567402, 331032822, 6.12, 1.296
2665567402, 331032819, 0, 0
331032822, 2665567402, 125.528, 23.402
331032820, 331032822, 123.737, 23.721
2665567414, 331032820, 130.33, 25.24
331032835, 2665567551, 10.043, 1.643
331032820, 2665567414, 1.584, 0.081
331032835, 2665567541, 0, 0
2665567541, 331032835, 0, 0
2665567551, 633206547, 5.018, 0.821
2665567551, 331032835, 122.54, 26.377
633206547, 2665567551, 127.565, 27.781
633206547, 2638958398, 5.038, 0.824
2638958398, 331032843, 5.657, 0.926
331032843, 2665567587, 5.654, 0.925
2638958398, 633206547, 127.546, 26.619
2665567587, 331032843, 126.929, 27.677
2665567587, 331032839, 5.665, 0.927
331032843, 2638958398, 126.926, 26.517
331032839, 2665567587, 126.919, 27.676
331032839, 2665567593, 5.675, 0.929
2665567593, 331032839, 126.909, 27.674
331032841, 2665567593, 126.905, 27.673
2665567484, 2820564075, 49.181, 7.082
331032841, 331032844, 5.667, 0.927
2820564075, 2665567484, 49.181, 7.377
331032838, 2665567502, 7.672, 0.708
2665567593, 331032841, 5.678, 0.929
331032844, 331032841, 126.917, 26.66
2665567502, 2665567497, 3.74, 0.345
2665567497, 2665567494, 3.542, 0.327
1402822386, 332291307, 8.129, 0.75
332291308, 332291309, 60.303, 5.566
332291310, 1402822374, 75.376, 6.958
332291309, 332291310, 77.105, 7.117
2665567494, 1402822390, 5.632, 0.52
1402822389, 1402822386, 8.502, 0.785
1402822390, 1402822389, 6.839, 0.631
331032822, 331032820, 8.177, 1.732
1402822374, 1402822372, 52.114, 4.811
332291307, 332291308, 21.448, 1.98
1402822370, 1402822369, 29.062, 1.836
1402822372, 1402822370, 87.153, 8.045
11833302807, 11833302806, 6.695, 0.473
1402822369, 1402822366, 69.788, 4.408
11833302807, 2673949747, 0, 0
2673949747, 11833302807, 0, 0
11833302804, 11833302806, 5.122, 0.498
11833302806, 11833302807, 6.695, 0.651
11833302806, 11833302804, 5.122, 0.362
1402822366, 1402822365, 15.123, 0.955
11833302805, 11833302804, 0, 0
11833302804, 11833302805, 0, 0
11833302805, 1639987379, 0, 0
1639987379, 11833302805, 0, 0
11833302810, 11833302809, 15.396, 3.464
11833302810, 1639987379, 21.432, 3.858
11833302809, 11833302810, 15.396, 2.771
2673949763, 11833302809, 12.313, 2.216
11833302809, 2673949763, 12.313, 2.77
2673949771, 2673949763, 13.986, 2.517
2673949763, 2673949771, 13.986, 3.147
2673949771, 281403309, 21.792, 4.903
1639987379, 11833302810, 21.432, 4.822
281403309, 2673949771, 21.792, 3.923
2673949781, 2673949791, 18.21, 4.097
11833302801, 2673949791, 18.119, 3.261
11833302799, 11833302801, 7.104, 1.279
2673949791, 11833302801, 18.119, 4.077
281403309, 2673949781, 24.265, 5.46
2673949791, 2673949781, 18.21, 3.278
2673949781, 281403309, 24.265, 4.368
11833302801, 11833302799, 7.104, 1.598
440667323, 11833302799, 11.288, 2.032
440667323, 11833302800, 18.792, 4.228
11833302800, 2673949807, 20.762, 4.671
2673949807, 11833302800, 20.762, 3.737
11833302798, 2673949807, 22.636, 4.074
11833302798, 2673949812, 22.976, 5.17
2673949807, 11833302798, 22.636, 5.093
2673949812, 11833594128, 55.226, 12.426
2673949812, 11833302798, 22.976, 4.136
11833594128, 2673949812, 55.226, 9.941
11833594128, 2673949820, 29.012, 6.528
2673949820, 2673949850, 100.609, 22.637
2673949820, 11833594128, 29.012, 5.222
1134717925, 1134717929, 0, 0
1134717929, 1134717925, 0, 0
281403310, 2673949850, 57.701, 10.386
2673949850, 281403310, 57.701, 12.983
391270257, 1134717925, 90.031, 23.722
391270257, 1134717960, 3.112, 0.7
1134717925, 391270257, 6.253, 1.407
1134717960, 391270257, 93.172, 27.477
391270255, 1134717952, 6.223, 1.4
391270255, 1134717960, 93.152, 27.472
1134717952, 391270255, 90.061, 25.279
391270273, 7504660687, 0, 0
1134717960, 391270255, 3.132, 0.705
323998093, 1134212001, 11.044, 2.65
1134212001, 2836466469, 0, 0
1134211935, 1134211900, 8.925, 2.142
391270281, 5788116958, 0, 0
391270284, 1145265204, 27.754, 7.137
2836466469, 1134211935, 0, 0
1145265204, 391270285, 24.952, 9.981
5788116958, 391270284, 42.22, 10.877
1145265178, 391270287, 27.747, 3.33
391270287, 540978322, 37.681, 4.522
540978322, 391270288, 11.65, 3.813
391270290, 1305264810, 22.183, 7.26
391270288, 391270290, 25.137, 8.227
391270291, 5803153531, 23.523, 7.698
5803153531, 323998115, 7.43, 2.432
391270266, 2820579921, 13.487, 2.654
391270285, 1145265178, 21.45, 8.58
2820579921, 2820579925, 10.494, 2.222
2836923833, 2836840902, 5.347, 1.75
2836923833, 391743826, 8.828, 2.889
2836840902, 2836923833, 5.347, 1.75
391743826, 2836923833, 8.828, 2.889
11833302799, 440667323, 11.288, 2.54
11833302800, 440667323, 18.792, 3.383
2836836099, 391743802, 17.58, 5.754
2836836099, 2836840901, 7.613, 3.045
2673949850, 2673949820, 100.609, 18.11
2836840901, 2836836099, 7.613, 3.045
2836840901, 2836836100, 6.898, 2.759
2836836100, 2836840901, 6.898, 2.759
391743804, 2836836100, 6.095, 1.688
2836836100, 391743804, 6.095, 2.438
1134717952, 391270273, 0, 0
391270273, 1134717952, 0, 0
391743804, 1145265472, 8.137, 3.255
420343345, 8443266946, 11.979, 0.829
8443266946, 420343345, 11.979, 0.707
1145265472, 391743804, 8.137, 2.253
7504660687, 391270271, 21.038, 5.049
420341056, 1135450753, 48.102, 3.267
420343348, 8443266946, 25.225, 1.489
391270241, 420341056, 146.122, 9.925
420341056, 391270241, 146.122, 16.439
8443266946, 420343348, 25.225, 1.746
1135450753, 420341056, 48.102, 5.412
4738606956, 332289046, 26.656, 1.811
332289046, 2014566030, 116.242, 7.896
2015880611, 2015880609, 19.893, 1.351
2015880609, 2357234977, 24.502, 1.664
2357234977, 2357234978, 28.746, 1.953
2014566030, 2015880611, 54.529, 3.704
1305264810, 391270291, 22.574, 7.388
2357234978, 2357234979, 29.878, 2.029
2357234979, 332289024, 32.012, 2.174
332289024, 2357234980, 24.074, 1.635
8774463, 8774464, 8.3, 1.149
8774461, 8774463, 17.777, 2.461
8774464, 8774447, 8.459, 1.171
2357234980, 2357234981, 17.09, 1.161
3002636661, 3002636663, 9.563, 1.324
8774858, 3002636661, 13.753, 1.904
440667309, 9582485523, 7.321, 0.799
2146868054, 6333470190, 7.544, 0.823
9582485530, 11833041119, 33.265, 3.629
6333470190, 9582485529, 5.933, 0.647
9582485522, 2146868054, 6.013, 0.656
9582485523, 9582485522, 6.705, 0.731
11833041118, 384344878, 0, 0
11833041119, 11833041118, 30.7, 3.349
9582485529, 9582485530, 7.467, 0.815
440667247, 1402668362, 143.055, 25.106
1402668362, 440667247, 7.394, 1.21
440667248, 440667247, 143.09, 25.407
440667248, 2711596941, 7.397, 1.11
2711596941, 4371625785, 6.149, 0.922
440667247, 440667248, 7.358, 1.204
4371625785, 2711596941, 144.298, 26.065
4371625785, 440667249, 6.713, 1.007
440667249, 4371625785, 143.736, 25.355
2711596941, 440667248, 143.051, 25.501
440667249, 2711596944, 0, 0
2711596944, 440667249, 0, 0
2836840902, 391743802, 12.261, 4.013
440667253, 440667251, 0, 0
440667258, 9945725021, 7.788, 1.001
2711596944, 440667251, 17.124, 2.68
440667251, 2711596944, 133.326, 23.057
391743802, 2836840902, 12.261, 4.013
9945725021, 3002636671, 9.565, 1.23
3002636671, 3002636669, 11.658, 1.499
440667251, 440667253, 0, 0
8774691, 440667372, 12.779, 2
3002636669, 9945725027, 5.867, 0.754
440667372, 3139298631, 4.689, 0.734
3137497256, 440667373, 17.704, 2.771
3139298631, 3137497256, 6.919, 1.083
3144395723, 440667374, 13.937, 2.181
440667375, 3139298643, 11.76, 1.841
391743802, 2836836099, 17.58, 5.754
11025357851, 3138415360, 0, 0
440667374, 440667375, 20.863, 3.266
3139298643, 440667376, 13.02, 2.038
440667373, 3144395723, 15.308, 2.396
3139300596, 440667382, 18.253, 2.738
3138415360, 440667380, 9.983, 1.997
440667380, 3139300596, 8.967, 1.793
440667382, 3139300598, 10.1, 1.515
3139300598, 3138415362, 17.488, 1.852
3138415362, 440667384, 18.762, 1.987
